ત https://en.wikipedia.org/wiki/Alan_Turing https://en.wikipedia.org/wiki/Alan_Turing 0 1
ત https://en.wikipedia.org/wiki/Main_Page https://en.wikipedia.org/wiki/Alan_Turing 1 1
ત https://en.wikipedia.org/wiki/Portal:Current_events https://en.wikipedia.org/wiki/Alan_Turing 1 1
ત https://en.wikipedia.org/wiki/Wikipedia:About https://en.wikipedia.org/wiki/Alan_Turing 1 1
ત https://en.wikipedia.org/wiki/Help:Contents https://en.wikipedia.org/wiki/Alan_Turing 1 1
ત https://en.wikipedia.org/wiki/Wikipedia:Community_portal https://en.wikipedia.org/wiki/Alan_Turing 1 1
ત https://en.wikipedia.org/w/index.php?title=Alan_Turing&oldid=1344348445 https://en.wikipedia.org/wiki/Alan_Turing 1 1
ત https://en.wikipedia.org/w/index.php?title=Alan_Turing&printable=yes https://en.wikipedia.org/wiki/Alan_Turing 1 1
ત https://en.wikipedia.org/wiki/Euclid https://en.wikipedia.org/wiki/Mathematician 1 1
ત https://en.wikipedia.org/wiki/Python_(programming_language) https://en.wikipedia.org/wiki/Python_(programming_language) 0 1
ત https://en.wikipedia.org/w/index.php?title=Python_(programming_language)&oldid=1345099581 https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
ત https://en.wikipedia.org/w/index.php?title=Python_(programming_language)&printable=yes https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
ત https://en.wikipedia.org/wiki/Wikipedia:Verifiability https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
ત https://en.wikipedia.org/wiki/Wikipedia:What_Wikipedia_is_not https://en.wikipedia.org/wiki/Python_(programming_language) 1 1
